Fecha,Presi¢n,Altitud,Humedad (%),Temperatura (Celsius),
18/09/2019 19:09,95004.42,540.04,58.42,26.76,
18/09/2019 19:09,95005.38,539.96,58.4,26.76,
18/09/2019 19:09,95003.7,540.11,58.38,26.76,
18/09/2019 19:09,95004.48,540.1,58.4,26.75,
18/09/2019 19:09,95008.16,539.72,58.4,26.75,
18/09/2019 19:09,95006.49,539.86,58.43,26.76,
18/09/2019 19:09,95006.55,539.86,58.45,26.76,
18/09/2019 19:09,95009.52,539.6,58.48,26.77,
18/09/2019 19:09,95006.83,539.83,58.48,26.77,
18/09/2019 19:09,95008.9,539.65,58.47,26.77,
18/09/2019 19:09,95009.52,539.6,58.48,26.78,
18/09/2019 19:09,95007.78,539.75,58.48,26.77,
18/09/2019 19:09,95008.8,539.66,58.5,26.78,
18/09/2019 19:09,95008.91,539.65,58.49,26.79,
18/09/2019 19:09,95006.23,539.89,58.54,26.78,
18/09/2019 19:09,94995.72,540.81,58.8,26.77,
18/09/2019 19:09,94995.88,540.79,58.83,26.76,
18/09/2019 19:09,94997.47,540.65,58.91,26.75,
18/09/2019 19:09,94997.95,540.61,58.9,26.75,
18/09/2019 19:09,94995.06,540.86,58.98,26.74,
18/09/2019 19:09,94994.78,540.87,58.9,26.74,
18/09/2019 19:09,94993.95,540.96,59,26.74,
18/09/2019 19:09,94996.49,540.74,59.04,26.71,
18/09/2019 19:09,94995.39,540.84,58.99,26.68,
18/09/2019 19:09,94995.15,540.86,59.01,26.66,
18/09/2019 19:09,94995.93,540.79,58.87,26.66,
18/09/2019 19:09,94993.53,541,58.75,26.66,
18/09/2019 19:09,94995.2,540.85,58.57,26.66,
18/09/2019 19:09,94993.08,541.04,58.68,26.66,
18/09/2019 19:09,94994.93,540.88,58.83,26.67,
18/09/2019 19:09,94995.6,540.82,59.21,26.67,
18/09/2019 19:09,94997.34,540.66,59.53,26.68,
18/09/2019 19:09,94994.94,540.88,59.82,26.68,
18/09/2019 19:09,94994.37,540.93,59.77,26.68,
18/09/2019 19:09,94995.27,540.85,59.34,26.68,
18/09/2019 19:09,94995.66,540.81,59.21,26.68,
18/09/2019 19:09,94995.61,540.82,59.2,26.68,
18/09/2019 19:09,94997.38,540.66,59.5,26.7,
18/09/2019 19:09,94995.94,540.79,59.59,26.71,
18/09/2019 19:09,94994.22,540.94,60.33,26.73,
18/09/2019 19:09,94998.14,540.6,61.33,26.79,
18/09/2019 19:09,94995.16,540.86,62.59,26.82,
18/09/2019 19:09,94996.95,540.7,62.17,26.82,
18/09/2019 19:09,94996.86,540.71,62.71,26.84,
18/09/2019 19:09,94994.73,540.89,62.98,26.85,
18/09/2019 19:09,94994.73,540.89,62.31,26.84,
18/09/2019 19:09,94993.67,540.99,61.47,26.84,
18/09/2019 19:09,94994.9,540.88,61.37,26.84,
18/09/2019 19:09,94997.42,540.66,61.78,26.85,
18/09/2019 19:09,95006.19,539.89,62.18,26.85,
18/09/2019 19:09,95002.44,540.22,61.57,26.84,
18/09/2019 19:09,95004,540.08,61.15,26.83,
18/09/2019 19:09,95005.94,539.91,60.89,26.82,
18/09/2019 19:09,95006.05,539.9,60.77,26.81,
18/09/2019 19:09,95006.58,539.85,60.95,26.8,
18/09/2019 19:10,95002.49,540.21,61.06,26.79,
18/09/2019 19:10,95007.91,539.74,61,26.79,
18/09/2019 19:10,95006.73,539.84,60.85,26.79,
18/09/2019 19:10,95008.35,539.7,60.71,26.78,
18/09/2019 19:10,95006.11,539.9,60.65,26.78,
18/09/2019 19:10,95003.43,540.13,60.47,26.77,
18/09/2019 19:10,95006.11,539.9,60.34,26.77,
18/09/2019 19:10,95004.83,540.01,60.31,26.78,
18/09/2019 19:10,95006.23,539.89,60.25,26.78,
18/09/2019 19:10,95006.95,539.82,60.14,26.78,
18/09/2019 19:10,95005.61,539.94,60.04,26.78,
18/09/2019 19:10,95004.44,540.04,59.99,26.78,
18/09/2019 19:10,95005.28,539.97,59.96,26.79,
18/09/2019 19:10,95005.67,539.93,59.82,26.78,
18/09/2019 19:10,95004.66,540.02,59.7,26.78,
18/09/2019 19:10,95005.72,539.93,59.62,26.77,
18/09/2019 19:10,95004.93,539.96,59.55,26.77,
18/09/2019 19:10,95003.38,540.14,59.59,26.77,
18/09/2019 19:10,95004.38,540.05,59.6,26.77,
18/09/2019 19:10,95006.78,539.84,59.62,26.78,
18/09/2019 19:10,95005.72,539.93,59.53,26.77,
18/09/2019 19:10,95006.67,539.85,59.5,26.78,
18/09/2019 19:10,95005.11,539.98,59.49,26.77,
18/09/2019 19:10,95007.13,539.81,59.5,26.78,
18/09/2019 19:10,95002.81,540.19,59.49,26.78,
18/09/2019 19:10,95005.39,539.96,59.5,26.79,
18/09/2019 19:10,95003.77,540.1,59.48,26.78,
18/09/2019 19:10,95002.77,540.19,59.48,26.79,
18/09/2019 19:10,95004.84,540.01,59.51,26.79,
18/09/2019 19:10,95005.28,539.97,59.54,26.8,
18/09/2019 19:10,95006.02,539.9,59.56,26.8,
18/09/2019 19:10,95003.98,540.08,59.57,26.81,
18/09/2019 19:10,95005.44,539.95,59.58,26.81,
18/09/2019 19:10,95007,539.82,59.58,26.81,
18/09/2019 19:10,95007.45,539.78,59.6,26.81,
18/09/2019 19:10,95007.95,539.74,59.58,26.81,
18/09/2019 19:10,95009.13,539.63,59.56,26.82,
18/09/2019 19:10,95007.95,539.73,59.55,26.82,
18/09/2019 19:10,95004.55,540.03,59.55,26.82,
18/09/2019 19:10,95006.67,539.85,59.55,26.82,
18/09/2019 19:10,95006.95,539.82,59.54,26.83,
18/09/2019 19:10,95007.57,539.77,59.52,26.83,
18/09/2019 19:10,95009.02,539.64,59.5,26.83,
18/09/2019 19:10,95009.75,539.58,59.41,26.83,
18/09/2019 19:10,95003.49,540.13,59.37,26.83,
18/09/2019 19:10,95004.11,540.07,59.28,26.83,
18/09/2019 19:10,95008.3,539.7,59.25,26.83,
18/09/2019 19:10,95004.5,540.04,59.2,26.84,
18/09/2019 19:10,95006.02,539.9,59.12,26.84,
18/09/2019 19:10,95006.73,539.84,59.03,26.84,
18/09/2019 19:10,95003.77,540.1,58.95,26.83,
18/09/2019 19:10,95005.73,539.93,58.9,26.84,
18/09/2019 19:10,95005.23,539.97,58.92,26.84,
18/09/2019 19:10,95004.62,540.03,58.94,26.84,
18/09/2019 19:10,95007.41,539.78,58.96,26.85,
18/09/2019 19:10,95003.73,540.1,58.93,26.85,
18/09/2019 19:10,95005.91,539.91,58.79,26.85,
18/09/2019 19:10,95006.97,539.82,58.64,26.84,
18/09/2019 19:10,95007.07,539.81,58.55,26.84,
18/09/2019 19:10,95005.62,539.94,58.51,26.84,
18/09/2019 19:11,95004.28,540.06,58.5,26.84,
18/09/2019 19:11,95006.86,539.83,58.5,26.84,
18/09/2019 19:11,95004.62,540.03,58.45,26.84,
18/09/2019 19:11,95007.3,539.79,58.44,26.84,
18/09/2019 19:11,95004.28,540.06,58.47,26.85,
18/09/2019 19:11,95003.84,540.09,58.52,26.84,
18/09/2019 19:11,95007.08,539.81,58.53,26.85,
18/09/2019 19:11,95004.56,540.03,58.55,26.85,
18/09/2019 19:11,95006.3,539.88,58.55,26.85,
18/09/2019 19:11,95004.95,540,58.57,26.85,
18/09/2019 19:11,95006.19,539.89,58.59,26.85,
18/09/2019 19:11,95005.97,539.91,58.61,26.85,
18/09/2019 19:11,95003.84,540.09,58.63,26.85,
18/09/2019 19:11,95004.06,540.08,58.65,26.85,
18/09/2019 19:11,95004.62,540.03,58.67,26.86,
18/09/2019 19:11,95006.7,539.84,58.69,26.86,
18/09/2019 19:11,95005.18,539.98,58.72,26.85,
18/09/2019 19:11,95007.53,539.73,58.77,26.85,
18/09/2019 19:11,95004.73,540.02,58.79,26.85,
18/09/2019 19:11,95005.06,539.99,58.8,26.85,
18/09/2019 19:11,95006.63,539.85,58.8,26.85,
18/09/2019 19:11,95005.8,539.92,58.79,26.85,
18/09/2019 19:11,95005.18,539.98,58.78,26.85,
18/09/2019 19:11,95004.68,540.02,58.79,26.85,
18/09/2019 19:11,95003.45,540.13,58.81,26.85,
18/09/2019 19:11,95005.18,539.98,58.81,26.85,
18/09/2019 19:11,95005.58,539.94,58.81,26.85,
18/09/2019 19:11,95007.92,539.74,58.81,26.85,
18/09/2019 19:11,95007.81,539.75,58.8,26.86,
18/09/2019 19:11,95006.64,539.85,58.79,26.86,
18/09/2019 19:11,95004.73,540.02,58.79,26.85,
18/09/2019 19:11,95006.08,539.9,58.78,26.85,
18/09/2019 19:11,95009.03,539.64,58.78,26.85,
18/09/2019 19:11,95009.48,539.6,58.78,26.85,
18/09/2019 19:11,95006.35,539.87,58.79,26.84,
18/09/2019 19:11,95008.36,539.7,58.79,26.84,
18/09/2019 19:11,95008.8,539.66,58.79,26.84,
18/09/2019 19:11,95006.46,539.86,58.8,26.84,
18/09/2019 19:11,95008.41,539.69,58.8,26.84,
18/09/2019 19:11,95007.24,539.8,58.82,26.84,
18/09/2019 19:11,95007.97,539.73,58.83,26.84,
18/09/2019 19:11,95007.86,539.74,58.85,26.84,
18/09/2019 19:11,95008.75,539.66,58.85,26.85,
18/09/2019 19:11,95007.97,539.73,58.86,26.85,
18/09/2019 19:11,95004.17,540.07,58.86,26.84,
18/09/2019 19:11,95006.13,539.89,58.86,26.85,
18/09/2019 19:11,95007.86,539.74,58.85,26.85,
18/09/2019 19:11,95005.35,539.96,58.85,26.85,
18/09/2019 19:11,95004.84,540.01,58.84,26.85,
18/09/2019 19:11,95005.97,539.91,58.84,26.85,
18/09/2019 19:11,95006.8,539.84,58.83,26.85,
18/09/2019 19:11,95006.74,539.84,58.84,26.85,
18/09/2019 19:11,95009.2,539.62,58.83,26.85,
18/09/2019 19:11,95006.69,539.85,58.83,26.85,
18/09/2019 19:11,95006.3,539.88,58.83,26.85,
18/09/2019 19:11,95008.2,539.71,58.83,26.85,
18/09/2019 19:11,95004.67,540.02,58.82,26.84,
18/09/2019 19:11,95007.86,539.74,58.81,26.84,
18/09/2019 19:11,95005.34,539.96,58.8,26.84,
18/09/2019 19:11,95008.19,539.71,58.78,26.84,
18/09/2019 19:12,95008.48,539.69,58.77,26.85,
18/09/2019 19:12,95004.34,540.05,58.73,26.84,
18/09/2019 19:12,95005.06,539.99,58.68,26.84,
18/09/2019 19:12,95006.23,539.89,58.67,26.84,
18/09/2019 19:12,95006.35,539.87,58.66,26.84,
18/09/2019 19:12,95005.45,539.95,58.66,26.84,
18/09/2019 19:12,95006.52,539.86,58.63,26.84,
